post_id,platform,content_format,content_genre,caption,locality,age_group,post_date,views,likes,shares,comments,trending
CHN02358,instagram,reel,fitness,Trying a new workout split this month — tracking progress,Tambaram,25-34,2023-11-18,5358,289,271,76,False
CHN02359,tiktok,stitch,food,"Exploring new cafes this weekend, stay tuned",Velachery,35-50,2023-10-18,5417,407,158,85,False
CHN02360,tiktok,duet,fitness,Injured again because of bad form advice online. Frustrated.,Anna Nagar,35-50,2023-12-17,84205,10164,2737,1414,False
CHN02361,instagram,post,education,Education system needs serious reform — very concerning,Adyar,18-24,2024-03-16,47988,2638,2389,365,False
CHN02362,youtube,short,education,This tutorial was completely wrong and wasted my time,Velachery,13-17,2024-03-18,183927,17716,2165,4475,True
CHN02363,twitter,thread,technology,This new phone camera is absolutely incredible 📱,T Nagar,25-34,2024-02-29,5011,354,274,119,False
CHN02364,instagram,post,fitness,Hit a new personal best today — months of hard work paid off!,Adyar,18-24,2023-02-14,22096,2477,1159,238,False
CHN02365,youtube,live,fashion,Not sure about this trend honestly — feels overdone,Tambaram,18-24,2023-06-13,114990,5793,3555,2586,False
CHN02366,instagram,post,food,Tried the new place in T Nagar — completely worth the hype!,T Nagar,50+,2023-08-10,41480,2676,718,937,False
CHN02367,instagram,post,food,Really disappointed with the new menu changes here,T Nagar,25-34,2023-02-22,18028,2409,556,215,False
CHN02368,twitter,reply,education,Book review coming soon — interesting read so far,Chromepet,35-50,2024-03-26,8162,505,250,145,False
CHN02369,instagram,reel,travel,Road trip highlights from last weekend — part one,Perambur,18-24,2024-01-05,24225,3350,1323,216,False
CHN02370,instagram,post,fitness,Rest day today — recovery is just as important as training,T Nagar,18-24,2023-05-31,29771,3443,1458,456,False
CHN02371,twitter,reply,technology,Review of this device after 30 days of usage,Nungambakkam,35-50,2024-09-20,6777,910,398,54,False
CHN02372,twitter,tweet,technology,AI tools are changing everything about how I work 🚀,Nungambakkam,35-50,2023-06-23,8756,900,146,164,False
CHN02373,tiktok,duet,travel,Tourist traps everywhere — completely ruined the trip,Tambaram,18-24,2023-02-20,86050,9420,1428,604,False
CHN02374,youtube,video,food,Simple home cooked meal today — nothing fancy,OMR,25-34,2024-04-18,95734,6567,3659,1568,False
CHN02375,instagram,story,food,Best filter coffee in Chennai — no debate needed ☕,Velachery,18-24,2024-09-19,5776,628,67,65,False
CHN02376,youtube,video,fitness,Injured again because of bad form advice online. Frustrated.,Nungambakkam,13-17,2023-12-12,140662,20802,6411,985,False
CHN02377,tiktok,duet,education,Education system needs serious reform — very concerning,Perambur,50+,2023-09-18,48051,4342,1935,548,False
CHN02378,instagram,post,travel,Worst travel experience of my life — avoid this agency,Perambur,35-50,2023-08-19,42593,1612,2279,1102,False
CHN02379,youtube,short,education,Currently studying for my upcoming exam — wish me luck,Chromepet,18-24,2024-03-18,53527,1656,1516,367,False
CHN02380,youtube,short,fashion,"Trying out a new aesthetic this week, let me know thoughts",T Nagar,35-50,2024-03-03,126063,10588,4363,880,False
CHN02381,youtube,short,technology,Review of this device after 30 days of usage,T Nagar,35-50,2023-12-09,82393,11214,1604,2375,False
CHN02382,tiktok,video,food,Tried the new place in T Nagar — completely worth the hype!,OMR,35-50,2024-11-19,62479,5434,1105,702,False
CHN02383,youtube,video,finance,Just made my first profitable investment — so exciting! 📈,T Nagar,35-50,2024-08-28,84544,2629,2819,2453,False
CHN02384,instagram,post,food,Overpriced and underwhelming — will not be returning,Perambur,50+,2023-07-18,23166,757,264,518,False
CHN02385,instagram,story,fitness,Hit a new personal best today — months of hard work paid off!,Velachery,25-34,2023-07-11,15335,1406,850,218,False
CHN02386,youtube,short,fashion,Finally found the perfect fit for my style 🔥,Porur,35-50,2024-02-07,112126,11781,4400,1782,False
CHN02387,instagram,reel,entertainment,Best Tamil film of the year without any question 🌟,Anna Nagar,25-34,2023-01-29,9154,973,366,215,False
CHN02388,instagram,carousel,entertainment,Best Tamil film of the year without any question 🌟,OMR,18-24,2023-10-10,7482,228,354,208,False
CHN02389,instagram,reel,fitness,Morning run along the Marina Beach — feeling incredible! 🏃,Velachery,25-34,2023-10-10,47865,4041,2151,621,False
CHN02390,youtube,live,technology,Unboxing the new laptop today — first impressions coming,T Nagar,25-34,2024-12-04,40154,3989,1110,700,False
CHN02391,tiktok,video,entertainment,Best Tamil film of the year without any question 🌟,OMR,50+,2024-09-23,20672,2185,721,590,False
CHN02392,youtube,live,fashion,This collection is disappointing compared to last season,Perambur,25-34,2023-10-16,130280,13002,4791,2138,False
CHN02393,instagram,reel,entertainment,Laughed so hard at this show — highly recommend binging,Perambur,18-24,2023-06-09,43781,3447,2560,1254,False
CHN02394,instagram,post,fashion,Neutral look today — just keeping it simple and clean,Nungambakkam,50+,2024-06-14,42974,2798,1604,1096,False
CHN02395,tiktok,video,fitness,Gym was packed and equipment broken — worst experience,Adyar,18-24,2023-05-08,39892,4600,2393,756,False
CHN02396,instagram,carousel,education,This tutorial was completely wrong and wasted my time,Adyar,25-34,2023-09-15,21975,1548,249,651,False
CHN02397,tiktok,video,finance,Saving 40% of income this year — best decision ever made,Tambaram,18-24,2024-05-05,64122,5002,913,1596,False
CHN02398,tiktok,video,food,Tried the new place in T Nagar — completely worth the hype!,Porur,18-24,2023-07-27,21538,2203,1158,596,False
CHN02399,tiktok,stitch,fitness,Morning run along the Marina Beach — feeling incredible! 🏃,Adyar,25-34,2023-08-28,65792,2604,952,1708,False
CHN02400,instagram,post,food,Really disappointed with the new menu changes here,Porur,25-34,2023-06-10,29212,4211,907,166,False
CHN02401,instagram,carousel,food,"Exploring new cafes this weekend, stay tuned",Nungambakkam,35-50,2023-04-02,19111,1734,1092,527,False
CHN02402,instagram,carousel,fashion,This collection is disappointing compared to last season,Velachery,25-34,2024-09-03,36741,1839,1540,388,False
CHN02403,tiktok,stitch,technology,AI tools are changing everything about how I work 🚀,OMR,25-34,2024-03-25,18434,1876,453,549,False
CHN02404,youtube,live,travel,This hidden beach near Chennai is a total paradise!,T Nagar,18-24,2024-10-07,130245,17675,6456,1343,False
CHN02405,instagram,carousel,fashion,"Trying out a new aesthetic this week, let me know thoughts",T Nagar,35-50,2024-07-19,24457,813,427,668,False
CHN02406,tiktok,duet,technology,Tech companies keep promising and underdelivering. Annoyed.,OMR,13-17,2023-05-31,24760,1797,290,403,False
CHN02407,tiktok,stitch,food,"Exploring new cafes this weekend, stay tuned",Chromepet,18-24,2024-07-27,12620,1790,610,348,False
CHN02408,tiktok,video,food,Overpriced and underwhelming — will not be returning,Tambaram,50+,2024-02-04,34839,3041,1410,531,False
CHN02409,tiktok,duet,technology,Review of this device after 30 days of usage,T Nagar,25-34,2024-10-04,23310,1458,1318,138,False
CHN02410,instagram,carousel,technology,Privacy concerns with this app are genuinely worrying,Chromepet,13-17,2024-12-23,26936,3195,1592,370,False
CHN02411,youtube,video,finance,Crypto market is a complete disaster right now. Stressed.,Anna Nagar,18-24,2023-08-13,159263,14224,5990,2325,False
CHN02412,instagram,reel,technology,Tech companies keep promising and underdelivering. Annoyed.,T Nagar,35-50,2024-11-13,49590,6808,2932,1120,False
CHN02413,instagram,story,food,This biryani from Murugan Idli Shop is absolutely divine! 😍,Anna Nagar,25-34,2024-08-06,21709,1676,319,491,False
CHN02414,instagram,post,fitness,Injured again because of bad form advice online. Frustrated.,OMR,35-50,2024-04-14,21179,2697,1117,319,False
CHN02415,instagram,reel,technology,Review of this device after 30 days of usage,Anna Nagar,25-34,2023-12-11,24763,2558,416,170,False
CHN02416,youtube,short,technology,Review of this device after 30 days of usage,OMR,18-24,2023-06-22,141893,19088,5874,812,False
CHN02417,instagram,reel,fashion,This collection is disappointing compared to last season,Adyar,25-34,2023-01-19,34821,5166,1133,517,False
CHN02418,tiktok,duet,finance,Monthly budget review — transparent breakdown coming up,Chromepet,25-34,2023-04-22,65535,7317,2116,526,False
CHN02419,twitter,tweet,education,Online courses are getting too expensive for what they offer,Tambaram,18-24,2023-08-10,6254,416,344,54,False
CHN02420,instagram,story,food,Really disappointed with the new menu changes here,Perambur,35-50,2023-05-31,3235,439,184,25,False
CHN02421,instagram,carousel,food,Simple home cooked meal today — nothing fancy,T Nagar,35-50,2024-03-07,4274,633,153,93,False
CHN02422,youtube,video,education,Currently studying for my upcoming exam — wish me luck,Velachery,25-34,2024-11-27,22584,2827,254,277,False
CHN02423,twitter,reply,technology,AI tools are changing everything about how I work 🚀,T Nagar,25-34,2024-01-08,9562,1352,511,249,False
CHN02424,youtube,short,entertainment,Finished the series — mixed feelings overall honestly,T Nagar,35-50,2023-11-22,57205,3450,686,1031,False
CHN02425,tiktok,duet,entertainment,Total waste of time — worst screenplay I have seen,Nungambakkam,25-34,2023-05-04,10766,1475,370,182,False
CHN02426,tiktok,duet,food,Best filter coffee in Chennai — no debate needed ☕,Nungambakkam,25-34,2024-04-24,8919,362,93,142,False
CHN02427,tiktok,stitch,finance,Lost money following random stock tips online. Lesson learnt.,Velachery,13-17,2024-11-07,66887,2230,3727,777,False
CHN02428,instagram,post,education,This tutorial was completely wrong and wasted my time,Tambaram,25-34,2024-11-13,29269,2703,463,832,False
CHN02429,youtube,short,food,The service was terrible and food arrived cold. Avoid.,OMR,50+,2023-06-07,113482,5781,2366,2867,False
CHN02430,instagram,reel,education,Online courses are getting too expensive for what they offer,Chromepet,35-50,2024-06-20,40800,4620,1383,964,False
CHN02431,youtube,video,food,Tried the new place in T Nagar — completely worth the hype!,Anna Nagar,18-24,2024-04-29,22267,2183,1316,358,False
CHN02432,instagram,reel,fitness,Fitness influencers selling unrealistic body standards. Stop.,T Nagar,18-24,2023-10-05,2215,231,71,33,False
CHN02433,twitter,reply,finance,Comparing different investment options this week,Adyar,50+,2023-11-05,1248,105,18,22,False
CHN02434,tiktok,duet,finance,Comparing different investment options this week,Tambaram,13-17,2023-09-18,94586,3357,4792,730,False
CHN02435,twitter,tweet,food,"Exploring new cafes this weekend, stay tuned",Adyar,13-17,2023-01-30,2487,343,57,41,False
CHN02436,youtube,video,education,Education system needs serious reform — very concerning,Adyar,25-34,2023-06-18,122228,10519,3500,1869,False
CHN02437,instagram,reel,food,Tried the new place in T Nagar — completely worth the hype!,T Nagar,35-50,2023-03-08,34640,4396,1093,459,False
CHN02438,instagram,story,education,Just completed my Python certification — so proud! 🎓,OMR,25-34,2023-12-08,47467,3879,822,910,False
CHN02439,instagram,post,fashion,This look is absolutely stunning — turning heads everywhere,T Nagar,35-50,2024-10-07,31009,3784,864,430,False
CHN02440,tiktok,video,fashion,This collection is disappointing compared to last season,T Nagar,25-34,2024-12-05,2089,135,62,56,False
CHN02441,tiktok,stitch,fitness,Trying a new workout split this month — tracking progress,Anna Nagar,25-34,2024-04-03,73930,9071,4088,2155,False
CHN02442,tiktok,video,technology,This new phone camera is absolutely incredible 📱,Tambaram,35-50,2024-03-21,76682,4447,3743,418,False
CHN02443,twitter,tweet,food,Best filter coffee in Chennai — no debate needed ☕,Chromepet,18-24,2023-12-03,6842,896,123,72,False
CHN02444,instagram,carousel,travel,Pondicherry weekend trip was absolutely magical 🌊,Porur,25-34,2023-12-04,30906,3735,1081,189,False
CHN02445,tiktok,duet,fashion,Not sure about this trend honestly — feels overdone,Tambaram,35-50,2023-03-08,73703,7373,4289,1344,False
CHN02446,instagram,post,food,Simple home cooked meal today — nothing fancy,Nungambakkam,25-34,2024-05-01,25973,1216,1429,424,False
CHN02447,tiktok,duet,entertainment,New episode drops tonight — no spoilers in comments please,Adyar,35-50,2023-04-05,26531,3838,665,399,False
CHN02448,youtube,live,fitness,Trying a new workout split this month — tracking progress,OMR,50+,2024-11-28,67263,4192,3629,1246,False
CHN02449,tiktok,duet,entertainment,This movie was absolutely mind-blowing — watch it now! 🎬,Nungambakkam,25-34,2024-04-19,79060,9485,2691,709,False
CHN02450,instagram,story,technology,Just upgraded my setup — productivity through the roof!,Velachery,35-50,2024-06-27,37669,4661,2160,1008,False
CHN02451,instagram,post,food,This biryani from Murugan Idli Shop is absolutely divine! 😍,Adyar,25-34,2024-08-21,8438,255,475,242,False
CHN02452,youtube,video,technology,Unboxing the new laptop today — first impressions coming,Chromepet,35-50,2023-06-05,113258,3794,1420,2015,False
CHN02453,tiktok,video,entertainment,New episode drops tonight — no spoilers in comments please,OMR,13-17,2024-05-27,85323,5995,3865,1648,False
CHN02454,youtube,short,entertainment,Total waste of time — worst screenplay I have seen,T Nagar,35-50,2023-04-13,161405,16837,3429,2746,True
CHN02455,tiktok,video,fashion,Neutral look today — just keeping it simple and clean,Velachery,13-17,2024-10-04,39402,5420,1270,446,False
CHN02456,twitter,reply,food,Best filter coffee in Chennai — no debate needed ☕,Anna Nagar,50+,2024-04-15,4398,497,223,93,False
CHN02457,youtube,short,finance,Lost money following random stock tips online. Lesson learnt.,OMR,13-17,2024-01-15,38044,2091,1090,266,False
CHN02458,twitter,tweet,finance,Comparing different investment options this week,Nungambakkam,18-24,2023-01-10,2308,117,113,58,False
CHN02459,instagram,story,education,Just completed my Python certification — so proud! 🎓,Anna Nagar,25-34,2023-03-01,40958,1919,1874,829,False
CHN02460,youtube,live,fashion,"Trying out a new aesthetic this week, let me know thoughts",Chromepet,50+,2023-12-13,140048,12809,1784,2340,False
CHN02461,instagram,story,food,Best filter coffee in Chennai — no debate needed ☕,T Nagar,25-34,2024-09-26,14015,741,371,397,False
CHN02462,instagram,carousel,travel,Road trip highlights from last weekend — part one,Adyar,25-34,2024-06-10,35522,1697,1685,1043,False
CHN02463,instagram,post,technology,Tech companies keep promising and underdelivering. Annoyed.,Chromepet,13-17,2024-05-03,49318,3020,857,1138,False
CHN02464,youtube,live,education,Learning something new every single day — growth mindset 💡,Nungambakkam,25-34,2023-10-28,40745,1421,1711,421,False
CHN02465,youtube,live,fitness,Morning run along the Marina Beach — feeling incredible! 🏃,Velachery,25-34,2023-02-19,67380,5358,776,1722,False
CHN02466,instagram,post,food,Best filter coffee in Chennai — no debate needed ☕,Adyar,35-50,2023-07-31,30684,2595,1776,620,False
CHN02467,instagram,post,fashion,"Trying out a new aesthetic this week, let me know thoughts",T Nagar,25-34,2024-09-19,16937,1865,876,456,False
CHN02468,youtube,short,entertainment,Total waste of time — worst screenplay I have seen,Chromepet,35-50,2024-04-09,104207,7989,6116,2118,False
CHN02469,instagram,story,food,This biryani from Murugan Idli Shop is absolutely divine! 😍,Tambaram,35-50,2024-05-08,5712,793,121,153,False
CHN02470,tiktok,video,food,Best filter coffee in Chennai — no debate needed ☕,Adyar,35-50,2024-12-26,91221,11438,2295,1486,False
CHN02471,youtube,short,technology,Unboxing the new laptop today — first impressions coming,Velachery,25-34,2023-01-27,176762,17049,9931,1900,False
CHN02472,tiktok,video,fashion,Obsessed with this new outfit drop! Love the vibes ✨,Tambaram,25-34,2023-02-20,38914,5374,1902,507,False
CHN02473,instagram,reel,travel,Worst travel experience of my life — avoid this agency,Chromepet,18-24,2023-07-05,30773,1949,1430,513,False
CHN02474,tiktok,video,entertainment,Finished the series — mixed feelings overall honestly,T Nagar,25-34,2023-03-13,20378,2675,1181,123,False
CHN02475,instagram,reel,fitness,Morning run along the Marina Beach — feeling incredible! 🏃,Porur,18-24,2023-03-28,34754,4576,1565,989,False
CHN02476,youtube,live,finance,Comparing different investment options this week,Velachery,25-34,2023-11-12,128235,13026,2536,2707,False
CHN02477,instagram,post,education,Learning something new every single day — growth mindset 💡,OMR,25-34,2023-08-20,29844,1620,1207,885,False
CHN02478,twitter,tweet,food,Best filter coffee in Chennai — no debate needed ☕,Anna Nagar,13-17,2023-09-13,2120,267,103,15,False
CHN02479,youtube,short,entertainment,Laughed so hard at this show — highly recommend binging,Tambaram,25-34,2023-06-25,62327,5218,1656,600,False
CHN02480,youtube,live,finance,Financial freedom is possible with the right discipline,Chromepet,35-50,2023-04-07,125710,18747,2002,1521,False
CHN02481,tiktok,stitch,fashion,Why does fast fashion keep failing us? So frustrating,Nungambakkam,18-24,2023-01-03,62408,3168,731,1262,False
CHN02482,tiktok,video,entertainment,This movie was absolutely mind-blowing — watch it now! 🎬,Tambaram,18-24,2024-05-16,33409,1196,405,572,False
CHN02483,instagram,story,travel,Tourist traps everywhere — completely ruined the trip,OMR,35-50,2023-07-05,33034,2569,965,741,False
CHN02484,tiktok,video,food,Best filter coffee in Chennai — no debate needed ☕,Adyar,18-24,2023-06-19,64902,2308,1685,697,False
CHN02485,instagram,story,finance,Comparing different investment options this week,T Nagar,50+,2024-03-30,3632,431,174,60,False
CHN02486,tiktok,stitch,fitness,Injured again because of bad form advice online. Frustrated.,OMR,35-50,2024-11-29,37314,1129,2128,907,False
CHN02487,instagram,carousel,education,Education system needs serious reform — very concerning,Porur,25-34,2023-05-16,14912,1070,357,101,False
CHN02488,instagram,reel,food,Overpriced and underwhelming — will not be returning,Porur,35-50,2024-07-25,37344,1706,1033,1053,False
CHN02489,instagram,post,technology,Unboxing the new laptop today — first impressions coming,Tambaram,35-50,2024-12-30,20064,2666,216,251,False
CHN02490,instagram,post,fitness,This workout routine completely transformed my energy levels,Anna Nagar,35-50,2024-10-04,34003,1833,720,260,False
CHN02491,youtube,short,entertainment,This movie was absolutely mind-blowing — watch it now! 🎬,Anna Nagar,25-34,2024-02-17,107655,8576,5777,2128,False
CHN02492,instagram,post,food,"Exploring new cafes this weekend, stay tuned",Perambur,18-24,2024-04-04,30658,1721,1378,423,False
CHN02493,instagram,story,fashion,"Trying out a new aesthetic this week, let me know thoughts",Tambaram,25-34,2024-08-30,28767,3937,1017,617,False
CHN02494,instagram,post,education,Learning something new every single day — growth mindset 💡,T Nagar,35-50,2023-06-24,46670,4399,2403,749,False
CHN02495,tiktok,stitch,fashion,Why does fast fashion keep failing us? So frustrating,Velachery,18-24,2023-05-30,87328,8033,3353,1914,False
CHN02496,twitter,thread,fitness,Trying a new workout split this month — tracking progress,Porur,35-50,2024-12-17,5699,793,206,73,False
CHN02497,twitter,tweet,technology,AI tools are changing everything about how I work 🚀,Chromepet,50+,2024-03-14,6508,750,87,49,False
CHN02498,instagram,carousel,education,Learning something new every single day — growth mindset 💡,Chromepet,25-34,2023-10-06,22776,2417,908,535,False
CHN02499,youtube,short,travel,Worst travel experience of my life — avoid this agency,Velachery,50+,2023-05-05,26954,1264,1036,671,False
CHN02500,instagram,carousel,education,Education system needs serious reform — very concerning,Tambaram,50+,2024-12-08,35539,1350,1418,498,False
CHN02501,tiktok,stitch,fashion,Obsessed with this new outfit drop! Love the vibes ✨,Porur,35-50,2023-11-12,82469,9057,4365,1161,False
CHN02502,youtube,live,fashion,Neutral look today — just keeping it simple and clean,Porur,25-34,2024-11-06,195749,22805,11634,3037,True
CHN02503,youtube,video,technology,AI tools are changing everything about how I work 🚀,Nungambakkam,18-24,2024-05-04,7831,461,116,220,False
CHN02504,instagram,story,food,Really disappointed with the new menu changes here,Porur,25-34,2024-09-14,32912,1187,1428,197,False
CHN02505,twitter,reply,education,Education system needs serious reform — very concerning,Anna Nagar,35-50,2023-10-14,6298,545,173,180,False
CHN02506,youtube,live,technology,Just upgraded my setup — productivity through the roof!,Adyar,35-50,2023-08-09,2098,271,38,13,False
CHN02507,tiktok,video,fashion,Neutral look today — just keeping it simple and clean,Nungambakkam,35-50,2023-03-08,77069,7138,1962,685,False
CHN02508,instagram,story,fashion,"Trying out a new aesthetic this week, let me know thoughts",Tambaram,25-34,2024-12-31,12457,576,613,164,False
CHN02509,instagram,post,food,The service was terrible and food arrived cold. Avoid.,Chromepet,50+,2024-11-11,48846,6649,580,412,False
CHN02510,instagram,post,finance,Monthly budget review — transparent breakdown coming up,OMR,25-34,2023-08-03,30398,3083,954,606,False
CHN02511,instagram,reel,education,This course completely changed how I think about data,T Nagar,25-34,2024-11-09,12995,1724,353,100,False
CHN02512,youtube,video,finance,Financial freedom is possible with the right discipline,T Nagar,35-50,2023-05-31,179524,5921,9090,2518,True
CHN02513,tiktok,video,food,Tried the new place in T Nagar — completely worth the hype!,Porur,18-24,2023-10-24,72520,9815,864,1094,False
CHN02514,twitter,tweet,food,This biryani from Murugan Idli Shop is absolutely divine! 😍,Perambur,35-50,2024-12-12,1912,160,43,25,False
CHN02515,youtube,short,finance,Financial freedom is possible with the right discipline,Tambaram,18-24,2024-01-15,68062,7066,2202,620,False
CHN02516,youtube,video,entertainment,Total waste of time — worst screenplay I have seen,OMR,35-50,2024-09-18,124491,8599,7101,2339,False
CHN02517,instagram,carousel,finance,Just made my first profitable investment — so exciting! 📈,T Nagar,35-50,2023-03-18,12779,1100,408,210,False
CHN02518,instagram,post,food,"Exploring new cafes this weekend, stay tuned",Chromepet,25-34,2023-04-25,18009,2439,785,476,False
CHN02519,tiktok,duet,finance,Just made my first profitable investment — so exciting! 📈,Velachery,25-34,2023-02-21,22119,2417,1041,116,False
CHN02520,youtube,live,fashion,Not sure about this trend honestly — feels overdone,Chromepet,35-50,2024-10-19,101566,6190,1208,2432,False
CHN02521,instagram,reel,food,Best filter coffee in Chennai — no debate needed ☕,Chromepet,50+,2023-12-11,41732,4224,1454,428,False
CHN02522,instagram,carousel,entertainment,Total waste of time — worst screenplay I have seen,Anna Nagar,18-24,2023-03-29,45612,6375,2424,570,False
CHN02523,instagram,carousel,food,Best filter coffee in Chennai — no debate needed ☕,Nungambakkam,35-50,2023-12-27,12827,830,437,84,False
CHN02524,youtube,short,food,This biryani from Murugan Idli Shop is absolutely divine! 😍,Nungambakkam,25-34,2024-05-28,123335,12415,1306,635,False
CHN02525,tiktok,duet,fashion,Neutral look today — just keeping it simple and clean,Tambaram,35-50,2024-02-04,21424,2013,738,269,False
CHN02526,youtube,live,education,Just completed my Python certification — so proud! 🎓,Nungambakkam,18-24,2023-11-07,175085,15551,10225,4058,True
CHN02527,tiktok,stitch,fitness,Fitness influencers selling unrealistic body standards. Stop.,Velachery,18-24,2023-07-01,70313,6507,4045,1629,False
CHN02528,tiktok,stitch,food,This biryani from Murugan Idli Shop is absolutely divine! 😍,Porur,18-24,2024-06-19,12329,1174,244,244,False
CHN02529,instagram,post,finance,Financial freedom is possible with the right discipline,Anna Nagar,25-34,2023-09-23,8463,608,121,204,False
CHN02530,instagram,story,technology,Just upgraded my setup — productivity through the roof!,Porur,18-24,2023-03-29,27875,1409,698,292,False
CHN02531,youtube,video,food,Best filter coffee in Chennai — no debate needed ☕,Nungambakkam,25-34,2024-08-10,85083,8093,5010,992,False
CHN02532,tiktok,stitch,food,Overpriced and underwhelming — will not be returning,Perambur,18-24,2024-12-21,26159,1747,864,365,False
CHN02533,instagram,story,technology,Unboxing the new laptop today — first impressions coming,Tambaram,18-24,2024-03-28,47180,4103,1457,1142,False
CHN02534,youtube,live,travel,Flight was delayed 4 hours and hotel overbooked. Disaster.,Tambaram,18-24,2024-11-25,65998,2978,3589,1370,False
CHN02535,instagram,story,fashion,Not sure about this trend honestly — feels overdone,T Nagar,35-50,2023-04-14,31640,1193,320,232,False
CHN02536,instagram,reel,entertainment,Finished the series — mixed feelings overall honestly,Nungambakkam,13-17,2024-03-13,2963,113,73,84,False
CHN02537,instagram,carousel,entertainment,This song has been on repeat and I still hate it somehow,Tambaram,35-50,2023-01-14,19002,1019,632,175,False
CHN02538,tiktok,video,fashion,Neutral look today — just keeping it simple and clean,Porur,50+,2024-06-13,74965,8171,3952,824,False
CHN02539,instagram,story,fashion,Finally found the perfect fit for my style 🔥,T Nagar,25-34,2024-07-08,14368,2001,191,155,False
CHN02540,instagram,post,entertainment,Finished the series — mixed feelings overall honestly,Adyar,25-34,2023-08-05,35984,4726,1438,560,False
CHN02541,youtube,live,food,Tried the new place in T Nagar — completely worth the hype!,Porur,18-24,2023-08-26,97300,7947,4980,1032,False
CHN02542,tiktok,duet,fashion,"Trying out a new aesthetic this week, let me know thoughts",Tambaram,35-50,2023-05-25,38526,2582,2133,545,False
CHN02543,tiktok,stitch,finance,Banks keep adding hidden charges — absolutely infuriating,T Nagar,18-24,2023-05-24,62480,3995,1638,609,False
CHN02544,instagram,post,entertainment,This song has been on repeat and I still hate it somehow,Nungambakkam,25-34,2023-10-21,1255,146,71,22,False
CHN02545,instagram,carousel,education,Currently studying for my upcoming exam — wish me luck,Chromepet,35-50,2023-10-28,8324,841,92,226,False
CHN02546,tiktok,stitch,technology,Privacy concerns with this app are genuinely worrying,T Nagar,18-24,2023-07-16,65820,5935,2242,901,False
CHN02547,twitter,reply,travel,Flight was delayed 4 hours and hotel overbooked. Disaster.,Perambur,25-34,2023-09-09,4803,155,201,46,False
CHN02548,twitter,thread,fitness,Gym was packed and equipment broken — worst experience,Perambur,18-24,2023-06-29,5683,280,280,117,False
CHN02549,tiktok,duet,fashion,This collection is disappointing compared to last season,Porur,50+,2024-01-04,78330,3020,4243,1524,False
CHN02550,tiktok,duet,technology,Review of this device after 30 days of usage,Anna Nagar,50+,2024-10-17,54178,4111,1884,1270,False
CHN02551,youtube,video,fitness,Rest day today — recovery is just as important as training,OMR,50+,2023-12-20,180444,12529,9710,5231,True
CHN02552,youtube,short,entertainment,This movie was absolutely mind-blowing — watch it now! 🎬,Perambur,18-24,2023-12-31,57928,4913,1655,888,False
CHN02553,youtube,live,fashion,Obsessed with this new outfit drop! Love the vibes ✨,Chromepet,25-34,2023-03-03,133398,8031,7730,3815,False
CHN02554,instagram,post,entertainment,Laughed so hard at this show — highly recommend binging,Anna Nagar,13-17,2023-12-21,8937,787,117,71,False
CHN02555,instagram,post,entertainment,This movie was absolutely mind-blowing — watch it now! 🎬,Anna Nagar,25-34,2023-04-18,30277,3699,1737,622,False
CHN02556,tiktok,video,fitness,Gym was packed and equipment broken — worst experience,Velachery,18-24,2023-07-21,45989,1708,722,939,False
CHN02557,youtube,video,food,Really disappointed with the new menu changes here,Perambur,18-24,2023-09-24,168048,18395,3986,4164,False
CHN02558,instagram,story,technology,Tech companies keep promising and underdelivering. Annoyed.,OMR,25-34,2024-11-13,19387,1139,506,368,False
CHN02559,instagram,reel,technology,Just upgraded my setup — productivity through the roof!,Adyar,25-34,2023-06-29,23029,2708,799,689,False
CHN02560,youtube,short,food,"Exploring new cafes this weekend, stay tuned",Chromepet,18-24,2023-06-06,163189,8811,2210,2448,False
CHN02561,twitter,tweet,education,Learning something new every single day — growth mindset 💡,Tambaram,50+,2024-11-30,9245,912,472,132,False
CHN02562,instagram,post,travel,Worst travel experience of my life — avoid this agency,T Nagar,25-34,2023-06-07,13864,1759,689,253,False
CHN02563,twitter,tweet,food,Overpriced and underwhelming — will not be returning,T Nagar,18-24,2024-04-30,5475,506,202,59,False
CHN02564,tiktok,duet,food,The service was terrible and food arrived cold. Avoid.,T Nagar,35-50,2024-11-20,54471,7604,3181,1579,False
CHN02565,instagram,carousel,fitness,Hit a new personal best today — months of hard work paid off!,Velachery,18-24,2024-09-14,46066,5020,638,515,False
CHN02566,youtube,live,fashion,Not sure about this trend honestly — feels overdone,Adyar,35-50,2024-02-11,146963,12787,1806,1168,False
CHN02567,twitter,reply,technology,Just upgraded my setup — productivity through the roof!,Chromepet,13-17,2024-01-02,3661,289,93,91,False
CHN02568,tiktok,duet,technology,Privacy concerns with this app are genuinely worrying,Nungambakkam,13-17,2024-01-12,57544,3080,1917,1700,False
CHN02569,instagram,carousel,entertainment,Laughed so hard at this show — highly recommend binging,Anna Nagar,35-50,2024-01-19,2217,278,56,19,False
CHN02570,youtube,live,travel,Ooty in monsoon season is breathtakingly beautiful ☁️,Porur,35-50,2023-11-16,111871,9740,6333,1631,False
CHN02571,twitter,tweet,technology,Tech companies keep promising and underdelivering. Annoyed.,Tambaram,35-50,2023-11-08,7660,510,253,221,False
CHN02572,youtube,video,entertainment,Finished the series — mixed feelings overall honestly,Adyar,25-34,2023-09-13,64202,9232,3206,1527,False
CHN02573,youtube,short,entertainment,This movie was absolutely mind-blowing — watch it now! 🎬,Nungambakkam,25-34,2023-01-23,147816,11075,5790,1855,False
